,data,domain,cat
9637,sketch/horse/n02374451_777-6.png,sketch,horse
7591,sketch/giraffe/7377.png,sketch,giraffe
7528,sketch/elephant/n02503517_9043-7.png,sketch,elephant
4425,photo/dog/056_0038.jpg,photo,dog
1168,art_painting/horse/pic_080.jpg,art_painting,horse
1201,art_painting/horse/pic_091.jpg,art_painting,horse
1947,art_painting/person/pic_433.jpg,art_painting,person
9783,sketch/house/8831.png,sketch,house
2284,cartoon/dog/pic_265.jpg,cartoon,dog
5374,photo/house/pic_027.jpg,photo,house
3331,cartoon/guitar/pic_104.jpg,cartoon,guitar
660,art_painting/giraffe/pic_029.jpg,art_painting,giraffe
2065,cartoon/dog/pic_019.jpg,cartoon,dog
7377,sketch/elephant/n02503517_6784-2.png,sketch,elephant
2575,cartoon/elephant/pic_128.jpg,cartoon,elephant
7688,sketch/giraffe/n02439033_10295-1.png,sketch,giraffe
2392,cartoon/dog/pic_396.jpg,cartoon,dog
6538,sketch/dog/n02106662_10406-6.png,sketch,dog
14,art_painting/dog/pic_015.jpg,art_painting,dog
5210,photo/horse/105_0125.jpg,photo,horse
5137,photo/guitar/n03272010_9858.jpg,photo,guitar
6468,sketch/dog/n02103406_7521-6.png,sketch,dog
2720,cartoon/elephant/pic_292.jpg,cartoon,elephant
6929,sketch/elephant/n02503517_10259-5.png,sketch,elephant
2460,cartoon/elephant/pic_027.jpg,cartoon,elephant
8462,sketch/guitar/n02676566_3360-5.png,sketch,guitar
9502,sketch/horse/n02374451_2846-6.png,sketch,horse
3874,cartoon/house/pic_218.jpg,cartoon,house
7458,sketch/elephant/n02503517_8137-2.png,sketch,elephant
3824,cartoon/house/pic_157.jpg,cartoon,house
1370,art_painting/house/pic_076.jpg,art_painting,house
3709,cartoon/house/pic_011.jpg,cartoon,house
715,art_painting/giraffe/pic_090.jpg,art_painting,giraffe
7905,sketch/giraffe/n02439033_13384-3.png,sketch,giraffe
3351,cartoon/guitar/pic_125.jpg,cartoon,guitar
1051,art_painting/guitar/pic_140.jpg,art_painting,guitar
3630,cartoon/horse/pic_283.jpg,cartoon,horse
931,art_painting/guitar/pic_013.jpg,art_painting,guitar
3321,cartoon/guitar/pic_092.jpg,cartoon,guitar
7463,sketch/elephant/n02503517_8205-2.png,sketch,elephant
8981,sketch/horse/8527.png,sketch,horse
4906,photo/giraffe/n02439033_13236.jpg,photo,giraffe
7102,sketch/elephant/n02503517_2802-5.png,sketch,elephant
1384,art_painting/house/pic_093.jpg,art_painting,house
5833,photo/person/253_0191.jpg,photo,person
10,art_painting/dog/pic_011.jpg,art_painting,dog
4804,photo/giraffe/084_0023.jpg,photo,giraffe
6319,sketch/dog/n02103406_3750-2.png,sketch,dog
5142,photo/guitar/n03467517_19701.jpg,photo,guitar
9374,sketch/horse/n02374451_18192-1.png,sketch,horse
2137,cartoon/dog/pic_102.jpg,cartoon,dog
6775,sketch/dog/n02109525_5583-1.png,sketch,dog
8747,sketch/guitar/n03272010_6662-5.png,sketch,guitar
1677,art_painting/person/pic_104.jpg,art_painting,person
1644,art_painting/person/pic_050.jpg,art_painting,person
3857,cartoon/house/pic_198.jpg,cartoon,house
5869,photo/person/253_0229.jpg,photo,person
4871,photo/giraffe/n02439033_10130.jpg,photo,giraffe
9026,sketch/horse/8500.png,sketch,horse
2841,cartoon/elephant/pic_439.jpg,cartoon,elephant
180,art_painting/dog/pic_191.jpg,art_painting,dog
8023,sketch/giraffe/n02439033_14784-1.png,sketch,giraffe
7968,sketch/giraffe/n02439033_14497-1.png,sketch,giraffe
9626,sketch/horse/n02374451_7631-1.png,sketch,horse
5153,photo/horse/105_0007.jpg,photo,horse
4324,cartoon/person/pic_384.jpg,cartoon,person
4047,cartoon/person/pic_065.jpg,cartoon,person
9013,sketch/horse/n02374451_10081-1.png,sketch,horse
1182,art_painting/horse/pic_096.jpg,art_painting,horse
2910,cartoon/giraffe/pic_017.jpg,cartoon,giraffe
477,art_painting/elephant/pic_082.jpg,art_painting,elephant
5763,photo/person/253_0117.jpg,photo,person
384,art_painting/elephant/pic_006.jpg,art_painting,elephant
5683,photo/person/253_0057.jpg,photo,person
5092,photo/guitar/n02676566_659.jpg,photo,guitar
6066,sketch/dog/5283.png,sketch,dog
836,art_painting/giraffe/pic_216.jpg,art_painting,giraffe
1169,art_painting/horse/pic_081.jpg,art_painting,horse
5156,photo/horse/105_0010.jpg,photo,horse
714,art_painting/giraffe/pic_089.jpg,art_painting,giraffe
6551,sketch/dog/n02106662_13912-4.png,sketch,dog
3881,cartoon/house/pic_225.jpg,cartoon,house
6903,sketch/elephant/5992.png,sketch,elephant
5314,photo/horse/n02374451_18909.jpg,photo,horse
6143,sketch/dog/n02103406_1011-4.png,sketch,dog
8492,sketch/guitar/n02676566_5134-4.png,sketch,guitar
6890,sketch/elephant/5978.png,sketch,elephant
7096,sketch/elephant/n02503517_2547-8.png,sketch,elephant
3294,cartoon/guitar/pic_061.jpg,cartoon,guitar
8267,sketch/giraffe/n02439033_9257-3.png,sketch,giraffe
8752,sketch/guitar/n03272010_6718-4.png,sketch,guitar
7131,sketch/elephant/n02503517_3037-5.png,sketch,elephant
2595,cartoon/elephant/pic_150.jpg,cartoon,elephant
1152,art_painting/horse/pic_062.jpg,art_painting,horse
5849,photo/person/253_0208.jpg,photo,person
2724,cartoon/elephant/pic_299.jpg,cartoon,elephant
1437,art_painting/house/pic_141.jpg,art_painting,house
8247,sketch/giraffe/n02439033_8846-10.png,sketch,giraffe
3950,cartoon/house/pic_314.jpg,cartoon,house
1725,art_painting/person/pic_136.jpg,art_painting,person
6742,sketch/dog/n02109525_18347-2.png,sketch,dog
9963,sketch/person/12212.png,sketch,person
5863,photo/person/253_0223.jpg,photo,person
7568,sketch/elephant/n02503517_9827-3.png,sketch,elephant
3168,cartoon/giraffe/pic_301.jpg,cartoon,giraffe
3135,cartoon/giraffe/pic_262.jpg,cartoon,giraffe
2447,cartoon/elephant/pic_012.jpg,cartoon,elephant
8586,sketch/guitar/n02676566_8309-1.png,sketch,guitar
3177,cartoon/giraffe/pic_311.jpg,cartoon,giraffe
9010,sketch/horse/8557.png,sketch,horse
5157,photo/horse/105_0012.jpg,photo,horse
7416,sketch/elephant/n02503517_7211-1.png,sketch,elephant
1906,art_painting/person/pic_371.jpg,art_painting,person
5099,photo/guitar/n02676566_7830.jpg,photo,guitar
9373,sketch/horse/n02374451_17634-6.png,sketch,horse
5586,photo/house/pic_242.jpg,photo,house
8999,sketch/horse/8546.png,sketch,horse
8129,sketch/giraffe/n02439033_15555-1.png,sketch,giraffe
8619,sketch/guitar/n02676566_9062-4.png,sketch,guitar
2892,cartoon/elephant/pic_504.jpg,cartoon,elephant
4972,photo/guitar/063_0008.jpg,photo,guitar
4873,photo/giraffe/n02439033_10279.jpg,photo,giraffe
988,art_painting/guitar/pic_080.jpg,art_painting,guitar
4702,photo/elephant/064_0131.jpg,photo,elephant
170,art_painting/dog/pic_180.jpg,art_painting,dog
8050,sketch/giraffe/n02439033_14962-5.png,sketch,giraffe
2499,cartoon/elephant/pic_069.jpg,cartoon,elephant
8304,sketch/giraffe/n02439033_9604-5.png,sketch,giraffe
9391,sketch/horse/n02374451_18909-6.png,sketch,horse
5359,photo/house/pic_011.jpg,photo,house
4640,photo/elephant/064_0070.jpg,photo,elephant
8079,sketch/giraffe/n02439033_15401-5.png,sketch,giraffe
4679,photo/elephant/064_0106.jpg,photo,elephant
9716,sketch/horse/n02374451_916-6.png,sketch,horse
3214,cartoon/giraffe/pic_358.jpg,cartoon,giraffe
9834,sketch/person/12084.png,sketch,person
2184,cartoon/dog/pic_139.jpg,cartoon,dog
8223,sketch/giraffe/n02439033_628-9.png,sketch,giraffe
4579,photo/dog/n02109525_8457.jpg,photo,dog
9976,sketch/person/12226.png,sketch,person
9434,sketch/horse/n02374451_2616-4.png,sketch,horse
7342,sketch/elephant/n02503517_6624-5.png,sketch,elephant
3588,cartoon/horse/pic_238.jpg,cartoon,horse
2693,cartoon/elephant/pic_259.jpg,cartoon,elephant
3461,cartoon/horse/pic_094.jpg,cartoon,horse
1352,art_painting/house/pic_054.jpg,art_painting,house
9369,sketch/horse/n02374451_17634-1.png,sketch,horse
3147,cartoon/giraffe/pic_276.jpg,cartoon,giraffe
5569,photo/house/pic_223.jpg,photo,house
3632,cartoon/horse/pic_286.jpg,cartoon,horse
6464,sketch/dog/n02103406_7521-2.png,sketch,dog
2598,cartoon/elephant/pic_153.jpg,cartoon,elephant
3379,cartoon/horse/pic_005.jpg,cartoon,horse
6652,sketch/dog/n02106662_25917-7.png,sketch,dog
1063,art_painting/guitar/pic_155.jpg,art_painting,guitar
2737,cartoon/elephant/pic_312.jpg,cartoon,elephant
4123,cartoon/person/pic_134.jpg,cartoon,person
182,art_painting/dog/pic_193.jpg,art_painting,dog
117,art_painting/dog/pic_110.jpg,art_painting,dog
6305,sketch/dog/n02103406_371-6.png,sketch,dog
8775,sketch/guitar/n03272010_6809-2.png,sketch,guitar
4777,photo/elephant/n02503517_8938.jpg,photo,elephant
6974,sketch/elephant/n02503517_10439-7.png,sketch,elephant
1382,art_painting/house/pic_091.jpg,art_painting,house
5118,photo/guitar/n03272010_12468.jpg,photo,guitar
211,art_painting/dog/pic_227.jpg,art_painting,dog
1404,art_painting/house/pic_132.jpg,art_painting,house
9646,sketch/horse/n02374451_779-9.png,sketch,horse
808,art_painting/giraffe/pic_178.jpg,art_painting,giraffe
8135,sketch/giraffe/n02439033_15936-2.png,sketch,giraffe
6338,sketch/dog/n02103406_4068-9.png,sketch,dog
2244,cartoon/dog/pic_213.jpg,cartoon,dog
7924,sketch/giraffe/n02439033_13868-5.png,sketch,giraffe
9462,sketch/horse/n02374451_262-7.png,sketch,horse
9704,sketch/horse/n02374451_54-9.png,sketch,horse
3915,cartoon/house/pic_270.jpg,cartoon,house
1360,art_painting/house/pic_062.jpg,art_painting,house
831,art_painting/giraffe/pic_211.jpg,art_painting,giraffe
4103,cartoon/person/pic_109.jpg,cartoon,person
1985,art_painting/person/pic_493.jpg,art_painting,person
7437,sketch/elephant/n02503517_759-6.png,sketch,elephant
7251,sketch/elephant/n02503517_5420-5.png,sketch,elephant
6223,sketch/dog/n02103406_3056-1.png,sketch,dog
2308,cartoon/dog/pic_293.jpg,cartoon,dog
7614,sketch/giraffe/7402.png,sketch,giraffe
8137,sketch/giraffe/n02439033_15936-4.png,sketch,giraffe
9004,sketch/horse/8551.png,sketch,horse
4471,photo/dog/056_0089.jpg,photo,dog
8558,sketch/guitar/n02676566_7385-3.png,sketch,guitar
8454,sketch/guitar/n02676566_330-3.png,sketch,guitar
522,art_painting/elephant/pic_141.jpg,art_painting,elephant
8979,sketch/horse/8525.png,sketch,horse
7169,sketch/elephant/n02503517_3808-5.png,sketch,elephant
3867,cartoon/house/pic_209.jpg,cartoon,house
2316,cartoon/dog/pic_304.jpg,cartoon,dog
9259,sketch/horse/n02374451_14233-3.png,sketch,horse
6968,sketch/elephant/n02503517_10300-5.png,sketch,elephant
8475,sketch/guitar/n02676566_4469-2.png,sketch,guitar
5762,photo/person/253_0116.jpg,photo,person
1242,art_painting/horse/pic_157.jpg,art_painting,horse
2615,cartoon/elephant/pic_174.jpg,cartoon,elephant
1031,art_painting/guitar/pic_118.jpg,art_painting,guitar
1014,art_painting/guitar/pic_020.jpg,art_painting,guitar
276,art_painting/dog/pic_298.jpg,art_painting,dog
8317,sketch/giraffe/n02439033_9719-9.png,sketch,giraffe
664,art_painting/giraffe/pic_033.jpg,art_painting,giraffe
3326,cartoon/guitar/pic_098.jpg,cartoon,guitar
1487,art_painting/house/pic_203.jpg,art_painting,house
8444,sketch/guitar/n02676566_2866-2.png,sketch,guitar
3561,cartoon/horse/pic_205.jpg,cartoon,horse
643,art_painting/giraffe/pic_011.jpg,art_painting,giraffe
811,art_painting/giraffe/pic_184.jpg,art_painting,giraffe
771,art_painting/giraffe/pic_136.jpg,art_painting,giraffe
652,art_painting/giraffe/pic_020.jpg,art_painting,giraffe
7017,sketch/elephant/n02503517_1292-6.png,sketch,elephant
8574,sketch/guitar/n02676566_7844-4.png,sketch,guitar
2587,cartoon/elephant/pic_141.jpg,cartoon,elephant
5733,photo/person/253_0085.jpg,photo,person
32,art_painting/dog/pic_035.jpg,art_painting,dog
1968,art_painting/person/pic_465.jpg,art_painting,person
8290,sketch/giraffe/n02439033_9472-9.png,sketch,giraffe
2182,cartoon/dog/pic_137.jpg,cartoon,dog
5438,photo/house/pic_095.jpg,photo,house
1455,art_painting/house/pic_162.jpg,art_painting,house
2549,cartoon/elephant/pic_389.jpg,cartoon,elephant
8326,sketch/giraffe/n02439033_991-9.png,sketch,giraffe
5699,photo/person/253_0036.jpg,photo,person
7879,sketch/giraffe/n02439033_12930-5.png,sketch,giraffe
784,art_painting/giraffe/pic_152.jpg,art_painting,giraffe
8857,sketch/guitar/n03467517_22246-6.png,sketch,guitar
2250,cartoon/dog/pic_219.jpg,cartoon,dog
4611,photo/elephant/064_0036.jpg,photo,elephant
6423,sketch/dog/n02103406_6530-7.png,sketch,dog
2333,cartoon/dog/pic_324.jpg,cartoon,dog
3038,cartoon/giraffe/pic_147.jpg,cartoon,giraffe
9260,sketch/horse/n02374451_14233-4.png,sketch,horse
3300,cartoon/guitar/pic_068.jpg,cartoon,guitar
3251,cartoon/guitar/pic_013.jpg,cartoon,guitar
6892,sketch/elephant/5981.png,sketch,elephant
5130,photo/guitar/n03272010_6809.jpg,photo,guitar
9245,sketch/horse/n02374451_13718-3.png,sketch,horse
8802,sketch/guitar/n03272010_7390-1.png,sketch,guitar
5507,photo/house/pic_156.jpg,photo,house
822,art_painting/giraffe/pic_201.jpg,art_painting,giraffe
8176,sketch/giraffe/n02439033_2677-5.png,sketch,giraffe
7402,sketch/elephant/n02503517_7031-5.png,sketch,elephant
3746,cartoon/house/pic_059.jpg,cartoon,house
4527,photo/dog/n02103406_7368.jpg,photo,dog
4417,photo/dog/056_0030.jpg,photo,dog
5429,photo/house/pic_086.jpg,photo,house
2459,cartoon/elephant/pic_026.jpg,cartoon,elephant
8624,sketch/guitar/n02676566_9243-4.png,sketch,guitar
7069,sketch/elephant/n02503517_194-6.png,sketch,elephant
3470,cartoon/horse/pic_020.jpg,cartoon,horse
4785,photo/giraffe/084_0003.jpg,photo,giraffe
3154,cartoon/giraffe/pic_285.jpg,cartoon,giraffe
3802,cartoon/house/pic_228.jpg,cartoon,house
5166,photo/horse/105_0037.jpg,photo,horse
6224,sketch/dog/n02103406_3056-2.png,sketch,dog
8838,sketch/guitar/n03467517_12925-3.png,sketch,guitar
565,art_painting/elephant/pic_187.jpg,art_painting,elephant
6799,sketch/dog/n02109525_7874-3.png,sketch,dog
866,art_painting/giraffe/pic_251.jpg,art_painting,giraffe
2205,cartoon/dog/pic_168.jpg,cartoon,dog
8447,sketch/guitar/n02676566_2866-5.png,sketch,guitar
8159,sketch/giraffe/n02439033_221-5.png,sketch,giraffe
6688,sketch/dog/n02106662_7960-3.png,sketch,dog
9044,sketch/horse/n02374451_10099-5.png,sketch,horse
8320,sketch/giraffe/n02439033_991-3.png,sketch,giraffe
2348,cartoon/dog/pic_340.jpg,cartoon,dog
1597,art_painting/house/pic_346.jpg,art_painting,house
6636,sketch/dog/n02106662_24577-1.png,sketch,dog
5177,photo/horse/105_0066.jpg,photo,horse
2565,cartoon/elephant/pic_116.jpg,cartoon,elephant
5673,photo/person/253_0046.jpg,photo,person
4700,photo/elephant/064_0129.jpg,photo,elephant
5590,photo/house/pic_247.jpg,photo,house
8862,sketch/guitar/n03467517_16911-4.png,sketch,guitar
6932,sketch/elephant/n02503517_10778-6.png,sketch,elephant
6769,sketch/dog/n02109525_3782-9.png,sketch,dog
6633,sketch/dog/n02106662_24019-6.png,sketch,dog
6504,sketch/dog/n02103406_8421-2.png,sketch,dog
3863,cartoon/house/pic_204.jpg,cartoon,house
3317,cartoon/guitar/pic_086.jpg,cartoon,guitar
4240,cartoon/person/pic_281.jpg,cartoon,person
5682,photo/person/253_0056.jpg,photo,person
7902,sketch/giraffe/n02439033_1327-4.png,sketch,giraffe
3490,cartoon/horse/pic_113.jpg,cartoon,horse
3488,cartoon/horse/pic_111.jpg,cartoon,horse
2032,art_painting/person/pic_555.jpg,art_painting,person
7347,sketch/elephant/n02503517_311-2.png,sketch,elephant
4344,cartoon/person/pic_405.jpg,cartoon,person
976,art_painting/guitar/pic_067.jpg,art_painting,guitar
760,art_painting/giraffe/pic_123.jpg,art_painting,giraffe
2782,cartoon/elephant/pic_366.jpg,cartoon,elephant
6209,sketch/dog/n02103406_2706-8.png,sketch,dog
8067,sketch/giraffe/n02439033_1508-6.png,sketch,giraffe
4795,photo/giraffe/084_0013.jpg,photo,giraffe
4589,photo/elephant/064_0009.jpg,photo,elephant
235,art_painting/dog/pic_252.jpg,art_painting,dog
8001,sketch/giraffe/n02439033_14609-2.png,sketch,giraffe
3859,cartoon/house/pic_200.jpg,cartoon,house
6770,sketch/dog/n02109525_5013-1.png,sketch,dog
8756,sketch/guitar/n03272010_6725-3.png,sketch,guitar
5965,photo/person/253_0331.jpg,photo,person
7260,sketch/elephant/n02503517_564-2.png,sketch,elephant
3102,cartoon/giraffe/pic_222.jpg,cartoon,giraffe
9735,sketch/horse/n02374451_929-5.png,sketch,horse
8062,sketch/giraffe/n02439033_1508-1.png,sketch,giraffe
7188,sketch/elephant/n02503517_4247-10.png,sketch,elephant
4485,photo/dog/n02106662_24019.jpg,photo,dog
8482,sketch/guitar/n02676566_4605-5.png,sketch,guitar
654,art_painting/giraffe/pic_023.jpg,art_painting,giraffe
9146,sketch/horse/n02374451_12230-7.png,sketch,horse
3944,cartoon/house/pic_306.jpg,cartoon,house
3280,cartoon/guitar/pic_047.jpg,cartoon,guitar
1075,art_painting/guitar/pic_169.jpg,art_painting,guitar
3393,cartoon/horse/pic_019.jpg,cartoon,horse
1965,art_painting/person/pic_462.jpg,art_painting,person
299,art_painting/dog/pic_323.jpg,art_painting,dog
3851,cartoon/house/pic_192.jpg,cartoon,house
2684,cartoon/elephant/pic_249.jpg,cartoon,elephant
2764,cartoon/elephant/pic_344.jpg,cartoon,elephant
4149,cartoon/person/pic_167.jpg,cartoon,person
40,art_painting/dog/pic_044.jpg,art_painting,dog
3838,cartoon/house/pic_174.jpg,cartoon,house
9821,sketch/house/8871.png,sketch,house
3757,cartoon/house/pic_077.jpg,cartoon,house
8602,sketch/guitar/n02676566_8820-2.png,sketch,guitar
5052,photo/guitar/063_0098.jpg,photo,guitar
6147,sketch/dog/n02103406_1138-3.png,sketch,dog
4510,photo/dog/n02103406_3743.jpg,photo,dog
5844,photo/person/253_0203.jpg,photo,person
3312,cartoon/guitar/pic_080.jpg,cartoon,guitar
9413,sketch/horse/n02374451_2372-8.png,sketch,horse
1981,art_painting/person/pic_484.jpg,art_painting,person
4003,cartoon/person/pic_018.jpg,cartoon,person
4111,cartoon/person/pic_120.jpg,cartoon,person
1738,art_painting/person/pic_157.jpg,art_painting,person
4286,cartoon/person/pic_337.jpg,cartoon,person
7597,sketch/giraffe/7384.png,sketch,giraffe
7100,sketch/elephant/n02503517_2802-3.png,sketch,elephant
7719,sketch/giraffe/n02439033_10802-6.png,sketch,giraffe
2485,cartoon/elephant/pic_054.jpg,cartoon,elephant
3856,cartoon/house/pic_197.jpg,cartoon,house
3001,cartoon/giraffe/pic_288.jpg,cartoon,giraffe
7631,sketch/giraffe/7419.png,sketch,giraffe
7288,sketch/elephant/n02503517_6032-5.png,sketch,elephant
4918,photo/giraffe/n02439033_14554.jpg,photo,giraffe
389,art_painting/elephant/pic_011.jpg,art_painting,elephant
1096,art_painting/guitar/pic_193.jpg,art_painting,guitar
9656,sketch/horse/n02374451_8269-5.png,sketch,horse
8260,sketch/giraffe/n02439033_8875-3.png,sketch,giraffe
8108,sketch/giraffe/n02439033_8846-13.png,sketch,giraffe
1193,art_painting/horse/pic_107.jpg,art_painting,horse
2612,cartoon/elephant/pic_171.jpg,cartoon,elephant
9499,sketch/horse/n02374451_2846-3.png,sketch,horse
230,art_painting/dog/pic_247.jpg,art_painting,dog
7384,sketch/elephant/n02503517_6880-4.png,sketch,elephant
838,art_painting/giraffe/pic_221.jpg,art_painting,giraffe
5602,photo/house/pic_262.jpg,photo,house
7832,sketch/giraffe/n02439033_11715-3.png,sketch,giraffe
8848,sketch/guitar/n03272010_6291-3.png,sketch,guitar
4479,photo/dog/056_0058.jpg,photo,dog
5294,photo/horse/n02374451_12418.jpg,photo,horse
3690,cartoon/horse/pic_355.jpg,cartoon,horse
2865,cartoon/elephant/pic_468.jpg,cartoon,elephant
4363,cartoon/person/pic_428.jpg,cartoon,person
413,art_painting/elephant/pic_037.jpg,art_painting,elephant
9161,sketch/horse/n02374451_12254-2.png,sketch,horse
8961,sketch/horse/8506.png,sketch,horse
350,art_painting/dog/pic_383.jpg,art_painting,dog
2916,cartoon/giraffe/pic_025.jpg,cartoon,giraffe
5298,photo/horse/n02374451_14119.jpg,photo,horse
673,art_painting/giraffe/pic_043.jpg,art_painting,giraffe
703,art_painting/giraffe/pic_077.jpg,art_painting,giraffe
5830,photo/person/253_0188.jpg,photo,person
6771,sketch/dog/n02109525_5013-2.png,sketch,dog
6269,sketch/dog/n02103406_3326-8.png,sketch,dog
4430,photo/dog/056_0045.jpg,photo,dog
1754,art_painting/person/pic_175.jpg,art_painting,person
5466,photo/house/pic_112.jpg,photo,house
9025,sketch/horse/n02374451_10098-7.png,sketch,horse
5256,photo/horse/105_0206.jpg,photo,horse
93,art_painting/dog/pic_103.jpg,art_painting,dog
4261,cartoon/person/pic_306.jpg,cartoon,person
9955,sketch/person/12204.png,sketch,person
1456,art_painting/house/pic_163.jpg,art_painting,house
3454,cartoon/horse/pic_087.jpg,cartoon,horse
4072,cartoon/person/pic_094.jpg,cartoon,person
5042,photo/guitar/063_0088.jpg,photo,guitar
9189,sketch/horse/n02374451_12418-7.png,sketch,horse
1464,art_painting/house/pic_171.jpg,art_painting,house
735,art_painting/giraffe/pic_145.jpg,art_painting,giraffe
3850,cartoon/house/pic_191.jpg,cartoon,house
5449,photo/house/pic_102.jpg,photo,house
3825,cartoon/house/pic_158.jpg,cartoon,house
6274,sketch/dog/n02103406_3401-5.png,sketch,dog
305,art_painting/dog/pic_330.jpg,art_painting,dog
8725,sketch/guitar/n03272010_6152-3.png,sketch,guitar
8319,sketch/giraffe/n02439033_991-2.png,sketch,giraffe
1481,art_painting/house/pic_196.jpg,art_painting,house
4591,photo/elephant/064_0011.jpg,photo,elephant
8220,sketch/giraffe/n02439033_628-6.png,sketch,giraffe
2529,cartoon/elephant/pic_100.jpg,cartoon,elephant
8913,sketch/guitar/n03467517_24525-6.png,sketch,guitar
7444,sketch/elephant/n02503517_7592-5.png,sketch,elephant
6159,sketch/dog/n02103406_2209-4.png,sketch,dog
7863,sketch/giraffe/n02439033_12413-6.png,sketch,giraffe
2898,cartoon/giraffe/pic_005.jpg,cartoon,giraffe
6696,sketch/dog/n02106662_8511-5.png,sketch,dog
2727,cartoon/elephant/pic_302.jpg,cartoon,elephant
1803,art_painting/person/pic_236.jpg,art_painting,person
5868,photo/person/253_0228.jpg,photo,person
6493,sketch/dog/n02103406_8280-6.png,sketch,dog
6897,sketch/elephant/5986.png,sketch,elephant
9356,sketch/horse/n02374451_17384-4.png,sketch,horse
8109,sketch/giraffe/n02439033_8875-8.png,sketch,giraffe
8573,sketch/guitar/n02676566_7844-3.png,sketch,guitar
9537,sketch/horse/n02374451_4538-7.png,sketch,horse
7418,sketch/elephant/n02503517_7211-4.png,sketch,elephant
6727,sketch/dog/n02109525_12875-5.png,sketch,dog
7880,sketch/giraffe/n02439033_12939-1.png,sketch,giraffe
7793,sketch/giraffe/n02439033_11487-4.png,sketch,giraffe
6096,sketch/dog/5314.png,sketch,dog
1067,art_painting/guitar/pic_159.jpg,art_painting,guitar
1503,art_painting/house/pic_223.jpg,art_painting,house
8649,sketch/guitar/n02676566_9661-4.png,sketch,guitar
340,art_painting/dog/pic_370.jpg,art_painting,dog
5037,photo/guitar/063_0105.jpg,photo,guitar
9497,sketch/horse/n02374451_2846-1.png,sketch,horse
2743,cartoon/elephant/pic_322.jpg,cartoon,elephant
5061,photo/guitar/063_0108.jpg,photo,guitar
8736,sketch/guitar/n03272010_6291-5.png,sketch,guitar
9015,sketch/horse/n02374451_10081-3.png,sketch,horse
2788,cartoon/elephant/pic_374.jpg,cartoon,elephant
4834,photo/giraffe/084_0056.jpg,photo,giraffe
3597,cartoon/horse/pic_247.jpg,cartoon,horse
9927,sketch/person/12120.png,sketch,person
58,art_painting/dog/pic_063.jpg,art_painting,dog
1896,art_painting/person/pic_354.jpg,art_painting,person
1639,art_painting/person/pic_044.jpg,art_painting,person
7549,sketch/elephant/n02503517_9270-10.png,sketch,elephant
9894,sketch/person/12147.png,sketch,person
4595,photo/elephant/064_0015.jpg,photo,elephant
6449,sketch/dog/n02103406_7201-2.png,sketch,dog
704,art_painting/giraffe/pic_078.jpg,art_painting,giraffe
686,art_painting/giraffe/pic_056.jpg,art_painting,giraffe
7984,sketch/giraffe/n02439033_14580-2.png,sketch,giraffe
4029,cartoon/person/pic_046.jpg,cartoon,person
3362,cartoon/guitar/pic_137.jpg,cartoon,guitar
2834,cartoon/elephant/pic_428.jpg,cartoon,elephant
9403,sketch/horse/n02374451_2248-6.png,sketch,horse
9551,sketch/horse/n02374451_468-5.png,sketch,horse
1413,art_painting/house/pic_113.jpg,art_painting,house
6554,sketch/dog/n02106662_15858-2.png,sketch,dog
4988,photo/guitar/063_0029.jpg,photo,guitar
7065,sketch/elephant/n02503517_194-2.png,sketch,elephant
7950,sketch/giraffe/n02439033_14148-10.png,sketch,giraffe
8677,sketch/guitar/n03272010_12151-2.png,sketch,guitar
1198,art_painting/horse/pic_026.jpg,art_painting,horse
207,art_painting/dog/pic_222.jpg,art_painting,dog
593,art_painting/elephant/pic_217.jpg,art_painting,elephant
6873,sketch/elephant/5961.png,sketch,elephant
2668,cartoon/elephant/pic_231.jpg,cartoon,elephant
6568,sketch/dog/n02106662_1874-1.png,sketch,dog
4315,cartoon/person/pic_374.jpg,cartoon,person
4190,cartoon/person/pic_221.jpg,cartoon,person
9498,sketch/horse/n02374451_2846-2.png,sketch,horse
4979,photo/guitar/063_0019.jpg,photo,guitar
5275,photo/horse/105_0269.jpg,photo,horse
627,art_painting/elephant/pic_255.jpg,art_painting,elephant
8873,sketch/guitar/n03467517_19701-5.png,sketch,guitar
6398,sketch/dog/n02103406_5601-6.png,sketch,dog
8531,sketch/guitar/n02676566_6631-4.png,sketch,guitar
4078,cartoon/person/pic_101.jpg,cartoon,person
9866,sketch/person/12117.png,sketch,person
4023,cartoon/person/pic_039.jpg,cartoon,person
2905,cartoon/giraffe/pic_012.jpg,cartoon,giraffe
5718,photo/person/253_0378.jpg,photo,person
5023,photo/guitar/063_0076.jpg,photo,guitar
1892,art_painting/person/pic_350.jpg,art_painting,person
5589,photo/house/pic_246.jpg,photo,house
3057,cartoon/giraffe/pic_170.jpg,cartoon,giraffe
8672,sketch/guitar/n03272010_11646-1.png,sketch,guitar
8416,sketch/guitar/n02676566_12344-3.png,sketch,guitar
5167,photo/horse/105_0038.jpg,photo,horse
4790,photo/giraffe/084_0008.jpg,photo,giraffe
251,art_painting/dog/pic_269.jpg,art_painting,dog
2286,cartoon/dog/pic_267.jpg,cartoon,dog
2672,cartoon/elephant/pic_236.jpg,cartoon,elephant
9080,sketch/horse/n02374451_10809-6.png,sketch,horse
984,art_painting/guitar/pic_076.jpg,art_painting,guitar
8418,sketch/guitar/7640.png,sketch,guitar
862,art_painting/giraffe/pic_246.jpg,art_painting,giraffe
9333,sketch/horse/n02374451_16948-1.png,sketch,horse
